NPDB_ID,NPDB_mm,SMILES
NP_78453,599.2883,CC1(C)CCCC2(C)C1CCC13CC(CCC12)C(O)(COC(=O)c1cc2c(c4c1c([N+](=O)[O-])cc1ccccc14)OCO2)C3
NP_166861,599.30943,CCN1CC2(COC)C3CC(OC)C4(C5CC6(O)C(OC)CC(=CC(OC)C24)C5C6OC(=O)c2ccc(OC)cc2)C1O3
NP_98375,599.311912,CC1CN(C(C)CO)C(=O)Cc2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)C(=O)Nc1ccc(F)cc1
NP_16405,599.28593,C=C1CC2CCCC(O)CC(c3coc(C=C(C)C(C)OC)n3)OC(=O)C(C)CC(C)C(OP(=O)(O)O)CC(C1)O2
NP_202463,599.30943,COCC12CCC(OC)C34C5CC6C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2
NP_281747,599.2883,NCOc1cc(CCC(=O)CC(O)CC(CCc2ccccc2)c2cc(O)c(O)c(OCCc3ccccc3)c2)ccc1O
NP_66379,599.286109732,CC(C=CC1OC(CC(=O)O)CC(O)(CCl)C1O)=CCC1OC(C)C(NC(=O)C=CC(C)OC(=O)C(C)C)CC1C
NP_202461,599.309432,COCC12CCC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C13)C4N(C)C2
NP_103967,594.3305,CC=C(C)C(=O)NC(C)C(=O)OC1CC=CC=CC=CC(OC)CC(=O)Nc2cc(O)cc(c2)CCC=C(C)C(O)C1C
NP_89028,594.3556539399999,CC1=CC=CC(C)C(O)C(C)=CCC2CC(CC3(CC(O)C(C)C(C4CCCCC4)O3)O2)OC(=O)c2cc(C)c(O)cc21
NP_51749,594.33452,CC(C)=CC1Oc2c(O)c(C(C)C)cc3ccc(C)c(c23)C1C1C(C(C)C)=C(O)C(=O)c2c1ccc1c2C(O)CCC1(C)C
NP_175517,594.34576,CCc1c(C)c2c(c(C)c1C1=CC(=C3C=C(c4c(C)c5c(c(C)c4CC)C(C)(O)CC5C)NC3=O)C(=O)N1)C(C)CC2(C)O
NP_236188,594.34173,COc1ccc(CNC(=O)C(NC(=O)C2CCN(C(=O)C(Cc3ccccc3)NC(=O)OC(C)(C)C)CC2)C(C)C)cc1
NP_118014,594.34174,CCC1=C(C)C(CC2N=C(C=C3NC(CC4NC(=O)C(C)C4CC)C(C)=C3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O
NP_118356,594.341735,CCC1C(O)=NC(CC2=NC(=Cc3[nH]c(CC4N=C(O)C(C)C4CC)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)C1C
NP_13302,594.3404,C=C1C(OC(=O)C(C)C)C(OC(=O)C(C)C)C(O)C(C)(C)C=CC(C)C(=O)C2(O)CC(C)C(O)C2C1OC(=O)C(C)C
NP_114525,594.35833,CCC(C)CC1C23C=CCCC2(C(=CC2CCC4CCC5C=CC=CC54C2)OC3=O)C12OC(=O)c1c(CCC[NH3+])cccc12
NP_131626,594.3404,CCCC(=O)OC1C(O)C(OC(C)=O)C(C)=CC2C3C(C(C)C)C(OC(C)=O)C(O)C3(C)C(OC(=O)CCC)CC21C
NP_115606,594.35431,CCC(CC=O)CCC(C=CC(=O)C1(Cc2ccc(O)c(OC)c2)CCCC1)Cc1cc(NC(=[NH2+])NC)c(O)c(OC)c1
NP_164451,594.34308,CCC[NH2+]CC1=CC2CCCCC2C(CC(=O)CC(CCc2ccc(O)c(OC)c2)OC(C)=O)c2cc(OC)c(O)cc21
NP_13882,594.33452,C=C1C2C(CO)CC(C(=O)CCc3cccc(-c4ccc(Cc5ccc(O)cc5)c(O)c4)c3)(C2OC)C1(C)C1CCCCC1
NP_22361,594.3404,C=CC1(C)C=C2CCC3C(C)(C)C(OC4OC(CO)C(O)C4O)CCC3(C)C2CC1OC1OCC(OC(C)=O)CC1O
NP_116436,594.3404,CCC(O)C(C)C1OC1CC(C)C=CC=C(C)C1OC(=O)CC(O)CC(OC(C)=O)C(C)(O)C(OC(C)=O)C=CC1C
NP_119605,594.3403978,CCC1OC(=O)C(C)C(O)CC(O)CC(O)CCCC(O)CC(O)C(C(=O)O)C(O)C=CC=CC=CC=CC=CC1C
NP_107878,594.3404,CC=CC(C)C1OC1(C)C(O)C1COC(=O)C(O)C(OC)C(C)C(=O)C(C)C(O)C(C)=CC(C)C(=O)CCC(C)C1=O
NP_52908,594.355654,CC(C)=CCCC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C=CC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O
NP_118357,594.341735,CCC1C(O)=NC(Cc2[nH]c(C=C3N=C(CC4N=C(O)C(C)C4CC)C(C)=C3CCC(=O)O)c(CCC(=O)O)c2C)C1C
NP_175516,594.345758,CCc1c(C)c2c(c(C)c1C1=CC(=C3C=C(c4c(C)c5c(c(C)c4CC)C(C)(O)CC5C)N=C3O)C(O)=N1)C(C)CC2(C)O
NP_159981,594.35565,CCCCCCCCOC(=O)C=Cc1ccc(OC)c(Oc2cc(C=CC(=O)OCCCCCCCC)ccc2OC)c1
NP_168169,594.3305,CCOC(=O)C(NC(=O)CON=C1C=C2CCC3C(CCC4(C)C3CCC4(O)C(C)=O)C2(C)CC1)C(O)c1ccccc1
NP_118277,594.3403978,CCC1C(=O)OC(C)C(C)C=CC=CC=CC=CC=CC(O)C(C(=O)O)C(O)CC(O)CCCC(O)CC(O)CC1O
NP_118270,594.34174,CCC1C(=O)NC(Cc2[nH]c(C=C3N=C(CC4NC(=O)C(C)C4CC)C(C)=C3CCC(=O)O)c(CCC(=O)O)c2C)C1C
NP_172101,578.38187,CCOC1CC(C)C2C(CC3(C)C4CC(O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1
NP_40154,578.37197,CC(=O)OC1CC2C3(CC4=CC(O)C(NC(=O)c5ccccc5)C(C)(C)C41)OC3CC1(C)C(C(C)N(C)C)CCC21C
NP_46983,578.375995,CC(C#CC1=C(C)CC(O)CC1(C)C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C(=O)C=C1C(C)=CC(=O)CC1(C)C
NP_194434,578.3818686879999,COC(C)C(C)C(O)C(C)C(O)CCC(C)C1CC=CC=CCC(O)C2OC2C(O)C(C)C=C(C)C=C(C)C(=O)O1
NP_195822,578.38455,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCC4(CCCC4)C3)C[NH+]3C(C(O)C4C=CCC(C)C4)CCCC3C2C1C
NP_53050,578.360739,CC(C)=CCCC(C)=CCCC(C)=CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
NP_138119,578.36794994,CCCCCC(N)C(O)C(=O)NC(C(=O)N(C)C(C(=O)N(C)C(Cc1ccc(O)cc1)C(=O)O)C(C)CC)C(C)C
NP_95961,578.381869,CC1CCC2(OC1)OC1CC3C4CCC5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
NP_39380,578.37197,CC(=O)OC1CC2(C)C3CCC4C(O)(C=CC(NC(=O)c5ccccc5)C4(C)CO)CC3=CCC2(C)C1C(C)N(C)C
NP_133439,578.381868,CCCC1OC(=O)C(C)C(O)CC(O)CCCC(O)CC(O)CC(O)C(C)C(O)C=CC=CC=CC=CC=CC1C
NP_51972,578.38187,CC(C)=CCC(O)C(C)C1C(OC2OC(C)C(O)C(O)C2O)CC2C3CC=C4CC(O)CCC4(C)C3C(O)CC21C
NP_95663,578.38187,CC1CCC2(OC1)OC1CC3C4CC(OC5OC(C)C(O)C(O)C5O)C5CC(O)CCC5(C)C4CCC3(C)C1C2C
NP_59667,578.381868688,CC(C)C1OC(=O)C(C)C(O)CC(O)CCCC(O)CC(O)CC(O)C(C)C(O)C=CC=CC=CC=CC=CC1C
NP_39379,578.371973,CC(=O)OC1CC2(C)C3CCC4C(O)(C=CC(N=C(O)c5ccccc5)C4(C)CO)CC3=CCC2(C)C1C(C)N(C)C
NP_46981,578.376,CC(C#CC1=C(C)CC(O)CC1(C)C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C#CC1=C(C)C(=O)C(O)CC1(C)C
NP_195829,578.38455,COC1=C(C)C(=O)OC1=C1OC2=CC3(CCCCC3)C[NH+]3C(C(O)C4C=CCC(C5CCCC5)C4)CCCC3C2C1C
NP_67345,578.36074,CC(CC(O)C1OC1(C)C)C1=C2CCC3C4(C)CC(c5cccc(O)c5)C(=O)C(C)(C)C4C(O)CC3(C)C2(C)CC1=O
NP_39033,578.38187,CC(=O)OC1CC(OC(C)=O)C2(C)C3CCC4(C)C(C(C)CCCC(C)(C)O)CCC4C3CC(OC(C)=O)C2(O)C1
NP_6798,578.38455,C=C(C=CC=C(CO)C1CCC23C4C(=C(C)C=O)C(C=CC4(CCO)C=CC12O)CC3(O)CC[NH2+]C)CCC=C(C)C
NP_203305,578.38187,COCCCOC1CCC2(C)C(C1)C(=O)C=C1C2CCC2(C)C(C(C)(O)C(O)C3OC(CO)C(C)C3C)CCC12O
NP_39357,578.37197,CC(=O)OC1CC2(C)C3CC4OCC5(C)C(NC(=O)c6ccccc6)CCC(O)(CC3=CCC2(C)C1C(C)N(C)C)C45
NP_77870,572.35018,CC1(C)CCC2(C)CCC3(C)C4(CCC5(C)C6=C(C=CC53OC4=O)C(C)(C)C(OC(=O)c3ccccc3O)CC6)C2C1
NP_252855,572.34883,C[NH2+]CC(C)CCCCCC(=O)CC(=O)C=Cc1cc(OC)c(O)cc1Cc1cnc(N)cc1CCc1ccccc1
NP_17149,572.371304,C=C1CCC(OC2OC(C(=O)O)C(O)C(O)C2O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C
NP_153825,572.3713,CCCCCCCCCCCC(=O)OC12CC(C)C3(O)C(C=C(COC(C)=O)CC4(O)C(=O)C(C)=CC43)C1C2(C)C
NP_7285,572.3713040039999,C=C(CCC(C(=O)O)C1CC(O)C2(C)C3=C(CCC12C)C1(C)CCC(OC(=O)C(=O)OC)C(C)(C)C1CC3)C(C)C
NP_41100,572.3713,CC(=O)OC1CCC2(C)C3=CC(OC(C)=O)C45C(=O)OC(C)(CCCC(C)C)C4(O)CCC5(C)C3CCC2C1(C)C
NP_41052,572.371304,CC(=O)OC1CCC2(C)C3=C(C(O)CC2C1(C)C)C1(C)C(OC(C)=O)CC(C(C)CCC=C(C)C(=O)O)C1(C)CC3
NP_35955,572.3713,CC(=O)OC1(C(=O)O)CCC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C(C)CC(=O)C(C)C(C)C(=O)O)C1(C)CC3
NP_39222,572.3713,CC(=O)OC1CC2(C)C(CCC3(C)C2CC=C2C3(C)CCC3(C(=O)O)CCC(C)(C)CC23O)C(C)(C)C1OC(C)=O
NP_161728,572.3713040039999,CCCCOC(=O)C(C)CC(=O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O
NP_113743,572.35739,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C(CCCCCC(O)C(C)O)NC(=O)C2CCCCN2C1=O
NP_43141,572.371304,CC(=O)OCC12CCC(=O)OC(C)(C)C1=CC(OC(C)=O)C1(C)C2CCC2C(C(C)=CCCC(C)(C)O)CCC21C
NP_39401,572.3713,CC(=O)OC1CC2(C)C=CC(O)(CCC(C)C)C3(C(O)CCC(C)(C4CCCCC4)C13)C2(O)CCC1=CC(=O)OC1
NP_42375,572.3713,CC(=O)OCC1(C)C(OC(C)=O)CC(O)C2(C)C1CCC1(C)C2CC=C2C3CC(C)(C(=O)O)CCC3(C)CCC21C
NP_39204,572.3713,CC(=O)OC1CC2(C)C(CC=C3C4C(C(=O)O)(CCC(C)C4(C)O)CCC32C)C2(C)CCC(OC(C)=O)C(C)(C)C12
NP_150454,572.3746751319998,CCCCCCCCC(O)C(O)CCCCCCCCCCCCCCCc1cc(O)cc(OS(=O)(=O)O)c1
NP_27006,572.35151,C=Cc1c2c(nc3cc(O)c(C4CC5(CC)CCCN6CCc7c(n4c4ccccc74)C65)cc13)N1CCCC(CC)(C2)C1
NP_7496,572.3713,C=C(CCC(C)C1CCC2(C)C3=C(CC(O)C12C)C1(C)CCC(OC(=O)CC(=O)O)C(C)(C)C1CC3)C(C)C(=O)O
NP_17188,572.3713,C=C1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
NP_199960,572.3713040039,COC1CC2(O)C(CO)=CC=CC(C)CC(C)=CCC3CC(CC4(CCC(C)C(C(C)C)O4)O3)OC(=O)C2C=C1C
NP_147171,572.36728,CCCCCCC=CCC(CC(=O)NC(CO)C(=O)OC)OC(=O)C(CO)NC(=O)CC(O)CCCCCCC
NP_110120,572.3713,CCC(=O)OC(C)C1(C)CCCC2(C)C1CCC1(C)C2CC(OC(=O)CC(C)O)C2(C)C3=C(CCC12)C(C)OC3=O
NP_116600,572.3713,CCC(O)CC(=O)OC1CC2C3(C)CCCC(C)(C(C)OC(C)=O)C3CCC2(C)C2CCC3=C(C(=O)OC3C)C12C
NP_39877,572.371304,CC(=O)OC1CC2C(C)(CCC(OC(C)=O)C2(C)C)C2=C1C1(C)C(O)CC(C(C)CCC=C(C)C(=O)O)C1(C)CC2
NP_41666,572.3713,CC(=O)OC1OC(C(OC(C)=O)C(C)(C)O)CC1C1CCC2(C)C3=CCC4C(C)(C)C(=O)CCC4(C)C3CCC12C
NP_3695,572.3713,C=C(C)C1CC(O)C2(C)CCC3(C)C(CCC4C5(C)C(OC(C)=O)CC(OC(C)=O)C(C)(C)C5CCC43C(=O)O)C12
NP_42354,572.3713,CC(=O)OCC1(C)C(O)C(OC(C)=O)CC2(C)C1CCC1(C)C2CC=C2C3C(C)C(C)CCC3(C(=O)O)CCC21C
NP_153069,572.3713,CCCCCCCCCC(=O)OCC1=CC2C3C(C)(C)C3(OC(=O)CCC)CC(C)C2(O)C2C=C(C)C(=O)C2(O)C1
NP_39202,572.3713,CC(=O)OC1CC2(C)C(CC=C3C2(C)CCC2(C)CCC(C(=O)O)C(C)C32O)C2(C)CCC(OC(C)=O)C(C)(C)C12
NP_114158,572.35605,CCC(C)C=C(C)C(OC1OC(OC)C(O)C(O)C1O)C(C)C=C(C)C(O)C(C)C=C(C)C(O)C(C)C(=O)OC
NP_161727,572.3713040039999,CCCCOC(=O)C(C)CC(=O)CC(C)C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O
NP_67054,572.3713040039999,CC(CC(=O)C(C)C(C)C(=O)O)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(OC(=O)CC(=O)O)C(C)(C)C1CC3
NP_61231,575.31077,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
NP_61225,575.310769,CC(C)CC1C(=O)N2CCCC2C2(O)OC(N=C(O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
NP_98441,575.282921,CC1CN(C(C)CO)C(=O)Cc2cc(NS(=O)(=O)c3ccc(F)cc3)ccc2OC1CN(C)CC1CCCCC1
NP_149579,575.3094320199999,CCCCCCCC(=O)CCCCCCC=CC(C(=O)NC(Cc1ccccc1)C(=O)O)C(O)(CC(=O)O)C(=O)O
NP_113326,575.310769,CCC(C)C1C(=O)N2CCCC2C2(O)OC(N=C(O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
NP_160377,575.31211,CCCCCCOC(=O)C12OC1(CC(CO)=C(C)CC1(c3cc[nH+]c(N)c3)CCCCC1)C(=O)c1ccccc1C2=O
NP_97785,575.302907,CC1CCCCOC(CN(C)S(=O)(=O)c2ccccc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1
NP_119494,575.31211,CCC1C[NH+]2CCc3cc(OC)c(OC)cc3C2CC1CC1c2cc(OC)c(OC)cc2CCN1C(=O)c1ccco1
NP_175040,575.29686,CC[NH+]1CC2(OC(=O)c3ccccc3N)CCC(OC)C34C2CC(O)(C13)C1(O)CC(OC)C2CC4(O)C1(O)C2OC
NP_265789,575.302907,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)C)OCCCCC(C)O3)cc1
NP_135045,575.3107694119999,CCCCC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
NP_57621,575.31077,CC(C)C(NC(=O)C(C)N(C)C)C(=O)N1CCC2Oc3ccc(cc3)C=CNC(=O)C(Cc3ccccc3)NC(=O)C21
NP_198933,575.30943,COC1CC(C)CCc2nc(co2)C(C)=CC(O)C(C)C=CC(=O)OC(C=C(C)CC=CCC(C)(O)C(=O)O)C1O
NP_97760,575.302907,CC1CCCCOC(CN(C)Cc2ccccc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(C)(=O)=O)ccc2O1
NP_63893,575.310769,CC(C)N=C(O)N(C)CC1Oc2ccc(NC(O)=Nc3cccc4ccccc34)cc2CC(=O)N(C(C)CO)CC1C
NP_66160,575.28899,CC(C=CC(C)C(C)(O)COS(=O)(=O)[O-])C1CC(O)C2C1(C)CCC1C2(O)CC(O)C2(O)CC(O)CCC12C
