NPDB_ID,NPDB_mm,SMILES
NP_60796,575.30675,CC(C)CC(NC(=O)C1CCCN1C(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NCC(N)=O
NP_57568,575.310769,CC(C)C(N=C(O)C(C)N(C)C)C(=O)N1CCC2Oc3ccc(cc3)C=CN=C(O)C(Cc3ccccc3)N=C(O)C21
NP_98780,493.255227,CC1CN(C(C)CO)C(=O)c2cccc(N(C)C)c2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
NP_286498,493.25115,O=C(CC1CC[NH2+]CC1Cc1cc(CSc2ccccc2)on1)N1CCN(c2cccc[nH+]2)CC1
NP_270451,493.232519,Cc1nc2ccccc2nc1C(O)CNCCCCC(N=C(O)CN=C(O)c1ccccc1)C(=O)O
NP_160909,493.26169,CCCCCOc1ccc(N2C(=O)C3C4c5ccccc5C(c5cc(C(C)(C)C)ccc54)C3C2=O)cc1
NP_171855,493.250261,CCOC(O)=NC1CCC2C(C1)CC1C(=O)OC(C)C1C2C=Cc1ccc(-c2cccc(F)c2)c[nH+]1
NP_29402,493.24981,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)C(O)CC(=O)O1
NP_173407,493.24644,CCOc1ccc(CC2c3cc(OCC)c(OCC)cc3CCN2C(=O)c2ccco2)cc1OCC
NP_247684,493.257671,COc1ccccc1N=C(O)NC1C=CC(CC(=O)N2CCC(Cc3ccccc3)CC2)OC1CO
NP_60614,493.24509,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)N1c2ccccc2NC(=O)C1C(C)C)C(=O)[O-]
NP_268509,493.23589,Cc1ccccc1S(=O)(=O)N(C)CC1OCc2cnnn2CCCC(=O)N(C(C)CO)CC1C
NP_95504,493.231182,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C
NP_166011,493.23205,CCN(CC)C(=S)SCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
NP_231698,493.25767,COc1ccc(C2(CN3C(=O)NC(CCC(=O)Nc4ccc(C(C)C)cc4)C3=O)CCOCC2)cc1
NP_109907,493.237685,CCC(=O)N1C(C(O)=NCc2ccc(F)cc2)C(CO)C2Cn3c(ccc(C4=CCCCC4)c3=O)C21
NP_180791,493.25767121999996,CN1C(=O)C23CC4C1(CN2CCC3(C)O)CC1(C(=O)Nc2c1ccc1c2OC=CC(C)(C)O1)C4(C)C
NP_284479,493.237685,O=C(C1C(CO)C2Cn3c(ccc(-c4ccccc4F)c3=O)C1N2C(=O)C1CCC1)N1CCCCC1
NP_301707,493.263722,O=C1C2C3CCC(C3)C2C(=O)N1CC1CCCCC1CN1CCN(c2[nH+]sc3ccccc23)CC1
NP_210609,493.24509,COc1cc(C(=O)NCC2CC3CC[NH+]2CC3c2cc(-c3ccco3)nc(C)n2)cc(OC)c1OC
NP_160911,493.26169,CCCCCOc1ccc(N2C(=O)C3C4c5ccccc5C(c5cc(C(C)CC)ccc54)C3C2=O)cc1
NP_104035,493.23386,CC=C(C)C(=O)OC(C)(C)C1(Cc2cc[nH+]c(N)c2)Cc2cc3cc(CCCO)c(=O)oc3cc2O1
NP_60684,493.24241507999994,CC(C)CC(NC(=O)C(O)C1OC(C)(O)C(C)NC1CC(N)=O)C1Cc2cccc(O)c2C(=O)O1
NP_264913,493.259009,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
NP_227333,493.26149,COc1ccc(-c2cc(CC3C[NH2+]CCC3CC(=O)N3CCN(c4ccc(F)cc4)CC3)no2)cc1
NP_59099,493.23118,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)CC1
NP_231694,493.25767,COc1ccc(C2(CN3C(=O)NC(CCC(=O)NCCCc4ccccc4)C3=O)CCOCC2)cc1
NP_286479,493.26149,O=C(CC1CC[NH2+]CC1Cc1cc(COc2ccccc2)on1)N1CCN(c2ccc(F)cc2)CC1
NP_60934,493.24509,CC(C)CC(NC(=O)N1c2ccccc2NC(=O)C1C(C)C)C(=O)NC(Cc1ccccc1)C(=O)[O-]
NP_247420,493.26149,COc1ccccc1N1CCN(C(=O)CC2CC[NH2+]CC2Cc2cc(-c3ccc(F)cc3)on2)CC1
NP_12565,493.24644,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23C(OC(C)=O)C=CC(O)C(=O)C(C)CC=CC3C1O
NP_267731,493.23589,Cc1cccc(S(=O)(=O)N(C)CC2OCc3cnnn3CCCC(=O)N(C(C)CO)CC2C)c1
NP_200405,493.25767,COC1CCN2CC34CC5(C(=O)Nc6c5ccc5c6OC=CC(C)(C)O5)C(C)(C)C3CC12C(=O)N4C
NP_29419,493.249808968,CC(=Cc1csc(C)n1)C1OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CCCC=CC1O
NP_255919,493.24644,Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OC(=O)CCCCCNC(=O)OC(C)(C)C)ccc12
NP_68971,493.23991,CC(CCc1ccccc1)NC(=O)C(NC(=O)C1N2C(=O)c3ccccc3C2SC1(C)C)C(C)C
NP_112088,493.26489,CCC(C)C(CC(O)CC(=O)[O-])OC(=O)CC(O)CC(OC1OC(CO)C(O)C1O)C(C)CC
NP_267730,493.23589,Cc1cccc(S(=O)(=O)N(C)CC2OCc3cn(nn3)CCCC(=O)N(C(C)CO)CC2C)c1
NP_104037,493.23386,CC=C(C)C(=O)OC(C)(C)C1(Cc2ccc(N)[nH+]c2)Cc2cc3cc(CCCO)c(=O)oc3cc2O1
NP_202105,493.26104,COCC(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)N1CCC(C)CC1
NP_200668,493.257671,COC1CN(C)C(=O)c2ccc(N=C(O)c3ccccc3)cc2OCC(C)N(C(=O)C2CC2)CC1C
NP_173280,493.239913,CCOc1ccc(C(c2c(N=C(O)c3ccccc3)sc(C)c2C)N2CCN(CCO)CC2)cc1
NP_98315,493.23589,CC1CN(C(C)CO)C(=O)Cc2cc(N(C)C)ccc2OC1CN(C)S(=O)(=O)c1cn(C)cn1
NP_268508,493.23589,Cc1ccccc1S(=O)(=O)N(C)CC1OCc2cn(nn2)CCCC(=O)N(C(C)CO)CC1C
NP_260924,493.24644,Cc1cc(OC(=O)CCCCCNC(=O)OC(C)(C)C)c2c(C)c(Cc3ccccc3)c(=O)oc2c1
NP_32770,493.24106,CC(=O)N1CCN(C(=O)CC2CC(C(C)C)C(CNS(=O)(=O)c3ccc(F)cc3)C=C2C)CC1
NP_47723,493.266,CC(C)(C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2)N1CCN(c2ccc(C(F)(F)F)cn2)CC1
NP_273169,493.231847,Clc1ccc2c(c1)N(CCCN1CCN(C3C4CC5CC(C4)CC3C5)CC1)c1ccccc1S2
NP_187060,493.23386,COC(=O)C12OC1(CC(CO)=C(C)CCc1cc[nH+]c(N)c1)C(=O)c1cccc(CC(C)C)c1C2=O
NP_202110,493.26104,COCC(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)NC1CCCCC1
NP_112601,493.23991,CCC(C)C(NC(=O)C1N2C(=O)c3ccccc3C2SC1(C)C)C(=O)NCCCc1ccccc1
NP_97974,493.25767121999996,CC1CCN2CC34CC5(C(=O)Nc6c7c(cc(O)c65)OC(C)(C)C=CO7)C(C)(C)C3CC12C(=O)N4C
NP_290753,493.234349,O=C(Nc1ccc(Cl)cc1)N1CC(O)COCC2OC(CC(O)=NCC3CCCCC3)CCC21
NP_242465,493.249605,COc1ccc2c3c(n(C)c2c1)C(CO)N(Cc1ccc(Cl)cc1)CC31CCN(CC2CC2)CC1
NP_47812,493.26104,CC(C)(C)C(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)N1CCOCC1
NP_47688,493.23118,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1.O.O=C(O)C(O)C(O)C(=O)O
NP_163490,493.261042,CCCN=C(O)N(C)CC1Oc2cc(C3=CCCCC3)ccc2S(=O)(=O)N(C(C)CO)CC1C
NP_286317,493.237685,O=C(CC1CC1)N1C2Cn3c(ccc(-c4ccccc4F)c3=O)C1C(C(O)=NC1CCCC1)C2CO
NP_51122,493.26239,CC(C)=CC(=O)CC(C)C1CCC2C3CC(O)C4CC(OS(=O)(=O)[O-])CCC4(C)C3=CCC12C
NP_265343,493.23589,Cc1ccc(S(=O)(=O)N(C)CC2OCc3cn(nn3)CCCC(=O)N(C(C)CO)CC2C)cc1
NP_29403,493.249809,CC(=Cc1csc(C)n1)C1CC2OC2CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1
NP_112954,493.24644,CCC(C)C(NC(=O)OC(C)(C)C)C(=O)Oc1cc(C)cc2oc(=O)c(Cc3ccccc3)c(C)c12
NP_177074,493.239913,CCc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)cc1
NP_98624,493.255227,CC1CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
NP_298267,493.25767,O=C([O-])CC1CCN(C(=O)COc2ccccc2)CC1CC[NH+]1CC2CC(C1)c1cccc(=O)n1C2
NP_112966,493.24644,CCC(C)C(NC(=O)OC(C)(C)C)C(=O)Oc1ccc2c(C)c(Cc3ccccc3)c(=O)oc2c1C
NP_242546,493.25767122,COc1ccc2c3c(n(CC=C(C)C)c2c1)C(C=C(C)C)N1C(=O)C2CCCN2C(=O)C1(O)C3OC
NP_60827,493.23991,CC(C)CC(NC(=O)C1N2C(=O)c3ccccc3C2SC1(C)C)C(=O)NCCCc1ccccc1
NP_193469,493.23386,COC(=O)c1ccc(Oc2coc3c4c(ccc3c2=O)OCN(C2CC(C)(C)[NH2+]C(C)(C)C2)C4)cc1
NP_255909,493.24644,Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OC(=O)C(CC(C)C)NC(=O)OC(C)(C)C)ccc12
NP_292054,493.232519,O=C(O)C(CCCCNCC(O)Cc1cnc2ccccc2n1)N=C(O)CN=C(O)c1ccccc1
NP_251811,493.24847,C[NH+]1C(CCC(=O)N2CCC(O)CC2)CNC(=O)C2C1CCN2Cc1ccc(S(C)(=O)=O)cc1
NP_112454,493.24509,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)N1c2ccccc2NC(=O)C1C(C)C)C(=O)[O-]
NP_112879,493.24509,CCC(C)C(NC(=O)N1c2ccccc2NC(=O)C1C(C)C)C(=O)NC(Cc1ccccc1)C(=O)[O-]
NP_230128,493.25767,COc1ccc(C(=O)N2CCC(CC(=O)[O-])C(CC[NH+]3CC4CC(C3)c3cccc(=O)n3C4)C2)cc1
NP_70475,493.25365,CC(NC(=O)OCc1ccccc1)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NNC(=O)OC(C)(C)C
NP_265344,493.23589,Cc1ccc(S(=O)(=O)N(C)CC2OCc3cnnn3CCCC(=O)N(C(C)CO)CC2C)cc1
NP_270152,493.249808968,Cc1nc(C=C(CO)C2CC=CCCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O2)cs1
NP_227721,493.24509,COc1ccc(-c2ccc3c(c2)C(=O)N2CCC(NC(=O)C4CC[NH2+]CC4)CC2C(=O)N3)c(OC)c1
NP_191787,493.257671,COC(=O)N(C)CC1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N(C(C)CO)CC1C
NP_33952,493.25231,CC(=O)NC1C(OCC(O)C2OC3OC(C)(C)OC3C2OCCC(C)C)OC(CO)C(O)C1O
NP_198369,534.262719,COC1C=C(CCC2C(=COS(=O)(=O)[O-])CCC3C2(C)CCC2C(C)(C)CCCC23C)C(OC)O1.[Na+]
NP_93192,534.28288292,CC1CC(O)C2(O)OC3CC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CC(O)C54O)CC3OC2O1
NP_26922,534.263,C=Cc1c(C)c2cc3nc(c4c5nc(cc6[nH]c(cc1[nH]2)c(C)c6CC)c(C)c5C(=O)C4)C(CCC(=O)O)C3C
NP_77707,534.27482,CC1(C)CCC2(C(=O)[O-])CCC3=C(C(CCl)CC4C3(C)CCC3C4(C)CC(O)C(O)C3(C)C(=O)[O-])C2C1
NP_84933,534.26763,CC1=C(C=CC(C)OC2OC(CO)C(O)C(O)C2O)C(C)(C)CC(OC2OC(CO)C(O)C(O)C2O)C1
NP_61941,534.2577307959999,CC(C)CCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C
NP_114411,534.261754,CCC(C)CC(C)C=C(C)C=CC(=O)C1=C2C3=COC(C4C(=O)CC(O)CC4C)=CC3=CC(=O)C2(C)OC1=O
NP_97926,534.28759,CC1CCN(C(=O)CC2c3nc(NC(=O)N4CCOCC4)sc3CC3C(C)(CO)C(O)CCC23C)CC1
NP_38847,534.26175,CC(=O)OC1CC(O)(C(C)C)C2C(OC(=O)c3ccc(C)cc3)CC(C)=CC(OC(=O)c3ccccc3)C12C
NP_86580,534.26763,CC1=CC(=O)C(O)C(C)(C)C1CCC(C)OC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O
NP_86949,534.26763,CC1=CC(=O)CC(C)(C)C1CCC(C)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
NP_32787,534.28759,CC(=O)N1CCN(C(=O)CC2c3nc(NC(=O)C(C)(C)C)sc3CC3C(C)(CO)C(O)CCC23C)CC1
NP_291517,534.26309,O=C(Nc1ccccc1)NC1C(=O)N(CC23CC4CC(CC(C4)C2)C3)c2ccccc2N(c2ccccc2)C1=O
NP_197431,534.2828829239999,COC1C(C)OC(OCC23CC4C(C)CCC4C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C(O)C1OC(C)=O
NP_301384,534.263091,O=C1C(NC(O)=Nc2ccccc2)C(=O)N(c2ccccc2)c2ccccc2N1CC12CC3CC(CC(C3)C1)C2
NP_86955,534.26763,CC1=CC(=O)CC(C)(C)C1CCC(C)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
NP_249762,534.26378,CSCCC(NC(=O)C(NC(=O)C1(c2ccccc2)CCN(C(=O)OC(C)(C)C)CC1)C(C)C)C(=O)[O-]
NP_35001,534.28759,CC(=O)Nc1ccc(S(=O)(=O)NCC2C=C(C)C(CC(=O)NCCN3CCOCC3)CC2C(C)C)cc1
NP_102396,534.282883,CC1OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O
NP_78079,534.27086,CC1(C)CCC23CCC4(C)C5(C)CCC6C(C)(C)C(O)CCC6(C)C5CC(Br)C4(OC2=O)C3C1
NP_215165,534.26175,COc1cc(CC(C(=O)CC(O)CCc2ccc(O)c(OC3CCCCC3)c2)c2cccc(O)c2)ccc1O
NP_102393,534.28288,CC1OC(OC2CCC3(C=O)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1O
NP_79028,534.28288,CC1(C)OC(=O)C=C1CC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3C(O)CC12C
NP_250005,534.26378,CSCCC(NC(=O)OC(C)(C)C)C(=O)NCC1CCC(C(=O)NC(Cc2ccccc2)C(=O)[O-])CC1
NP_111433,534.2577307959999,CCC(C)C(=O)OC1C(C)OC(=O)C(NC(=O)c2cccc(NC=O)c2O)C(C)OC(=O)C1CCC(C)C
NP_168066,534.273,CCOC(=O)C(CCc1ccccc1)CC1(C(=O)NC2CCc3ccccc3N(CC(=O)O)C2=O)CCCC1
NP_103575,534.28288,CC1OC2OC3CC4CCC5C(CCC6(C)C(C7=CC(=O)OC7)CCC56O)C4(C)CC3OC2(O)C(O)C1O
NP_130967,534.28288,CCC=CCC=CCC=CCCCCCCCC(=O)OCC1OC(Oc2coccc2=O)C(O)C(O)C1O
NP_114090,534.2577307959999,CCC(C)C1OC(=O)C(NC(=O)c2cccc(N)c2O)C(C)OC(=O)C(C)(C)C(=O)C(CC(C)C)OC1=O
NP_279754,534.26494,NC(CCCC(N)C(=O)NC(CCCC(N)C(=O)NC(CCCC(N)C(=O)O)C(=O)O)C(=O)O)C(=O)O
NP_175524,534.26309,CCc1c(C)c2cc3[nH]c(c(CCC(=O)O)c3C)c3c4[nH]c(cc5nc(cc1n2)c(C)c5CC)c(C)c4C(=O)C3
NP_68494,534.26763,CC(CCC1C(CO)=CC(=O)CC1(C)C)OC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O
NP_198774,534.28288,COC1CC(=O)C2(C)C3CCC4(C)C(O)(CC(O)C4(O)C(C)(O)C4CC(C)=C(C)C(=O)O4)C3CC3OC32C1
NP_249987,534.28759,CSCCC(NC(=O)OC(C)(C)C)C(=O)N1CCC(C(=O)NC(C)C(=O)NC(C)c2ccccc2)CC1
NP_113066,534.26378,CCC(C)C(NS(=O)(=O)c1ccc(C)cc1)C(=O)N1CCC(C(=O)NCC2CCC(C(=O)[O-])CC2)CC1
NP_113859,534.28422,CCC(C)C1NC(=O)C2C(CCN2C(=O)C(Cc2ccccc2)N(C)C)Oc2ccc(c(O)c2)C=CNC1=O
NP_249988,534.28759,CSCCC(NC(=O)OC(C)(C)C)C(=O)N1CCC(C(=O)NC(C)C(=O)NCc2ccc(C)cc2)CC1
NP_102312,534.28288,CC1OC(OC2CCC3(C)C(CCC4C3C(=O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O
NP_83006,534.28288,CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)=CCC12O
NP_176970,534.28759,CCc1ccc(NC(=O)C(C)NC(=O)C2CCN(C(=O)C(CCSC)NC(=O)OC(C)(C)C)CC2)cc1
NP_198769,534.28288,COC1CC(=O)C2(C)C3CCC4(C)C(CC5OC6(OC(=O)C(C)C6C)C(O)C(C)(O)C54)C3CC3OC32C1O
NP_98717,534.264234,CC1CN(C(C)CO)C(=O)c2cc(N=C(O)Nc3ccc(F)cc3)ccc2OC1CN(C)Cc1ccccc1
NP_26892,534.263091,C=Cc1c(C)c2cc3nc(c4c5[nH]c(cc6nc(cc1[nH]2)c(C)c6CC)c(C)c5C(=O)C4)C(CCC(=O)O)C3C
NP_21693,534.28288,C=CC(C)=CCC1(C)C(C)C(O)C(O)C23C(=CC(OC(=O)CC(C)C)CC12)C(OC(C)=O)OC3OC(C)=O
NP_197432,534.2828829239999,COC1C(C)OC(OCC23CC4C(C)CCC4C4(C=O)CC2C=C(C(C)C)C43C(=O)O)C(OC(C)=O)C1O
NP_102075,534.28288,CC1OC(OC2C=C3CCC4C(C(O)CC5(C)C(C6=CC(=O)OC6)CCC45O)C3(C)CC2)C(O)C(O)C1O
NP_186589,534.28288,COC(=O)C1(O)CC(C)OC1OC1CC2CCC3C(CCC4(C)C(C5=CC(=O)OC5)CCC34O)C2CC1O
NP_34497,534.28759,CC(=O)NCCNC(=O)CC1c2nc(NC(=O)C3CCCCC3)sc2CC2C(C)(CO)C(O)CCC12C
NP_278039,534.27502,NC(=O)C(CC1CCCCC1)NC(=O)C1CN(S(=O)(=O)c2ccccc2)CCN1C(=O)C1CC[NH2+]CC1
NP_36416,534.282882924,CC(=O)OC1C(=O)C2=C(C(O)CC3C2(C)CCC(O)C3(C)C)C2(C)C(=O)CC(C(C)(O)CCC(=O)O)C12C
NP_32320,534.259,CC(=O)N(CCCCNCCCn1c(=O)[nH]c2ccccc2c1=O)CCCn1c(=O)[nH]c2ccccc2c1=O
NP_80178,534.28759,CC1(CO)C(O)CCC2(C)C(CC(=O)NCCN3CCOCC3)c3nc(NC(=O)C4CCC4)sc3CC12
NP_70200,534.26041,CC(NC(=O)C1(c2ccccc2)CCN(C(=O)C2Cc3ccccc3CN2C(=O)OC(C)(C)C)CC1)C(=O)[O-]
NP_113857,534.28422,CCC(C)C1NC(=O)C2C(CCN2C(=O)C(Cc2ccccc2)N(C)C)Oc2ccc(O)c(c2)C=CNC1=O
NP_84111,534.28241,CC12CCSSCC3(CCCC4=C5C6CCC(CO)(CC61)C(CCCO)C52CC4=O)CCNC(N)=[NH+]3
NP_83967,534.26492,CC12CCCC3(CO3)C1CC1C(C2)OC(=O)C1CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
NP_19984,534.282883,C=CC(=C)C(O)CC1(C)C(C)CC(O)C23C(=CC(OC(=O)C(C)CC)CC12)C(OC(C)=O)OC3OC(C)=O
NP_105558,534.28288,CC=C(C)C(=O)OC1CCC2(CO2)C2(COC(C)=O)C(OC(C)=O)CC(C)C(C)(C3CC4CCOC4O3)C12
NP_20002,534.28288,C=CC(=C)CCC1(C)C(C)C(O)C(O)C23C(=CC(OC(=O)C(C)CC)CC12)C(OC(C)=O)OC3OC(C)=O
NP_82367,534.28556,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC(=O)NC(Cc3ccccc3)C(=O)[O-])CCC12
NP_160013,534.26763,CCCCCCCCOC1CC2(O)C(C(=O)OC)=COC(OC3OC(CO)C(O)C(O)C3O)C2C1(C)O
NP_215923,534.26175,COc1cc(CCC(O)C(Cc2ccccc2)C(=O)CC2(c3cc(O)c(O)c(OC)c3)CCCC2)ccc1O
NP_138831,534.2577307959999,CCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)C(C)CC
NP_111689,534.28288,CCC(C)C(=O)OC1CC2C(C)(C3CC4C=COC4O3)C(C)CC(OC(C)=O)C2(COC(C)=O)C2(CO2)C1
NP_84925,534.267627,CC1=C(C=CC(C)O)C(C)(C)CC(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C1
NP_215989,534.28288,COc1cc(CCC(O)CC(OCO)C(CCO)Cc2ccc(O)c(OC3CCCC3)c2)cc(OC)c1O
NP_146976,534.25773,CCCCCCC1C(=O)OCC(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)C(C)CC
NP_111231,534.26512,CCC(C)C(=O)C(C)C1=C(SC)C(=O)C2=C(OC3(C)CCC4OC(C(C)(C)O)CCC4(C)C3C2O)C1=O
NP_215260,534.28288,COc1cc(CC(CO)C(O)CC(CCc2ccc(O)c(OC3CCCCC3)c2)OCO)cc(OC)c1O
NP_111376,534.28288,CCC(C)C(=O)OC(CC1(C)C(C)CC(OC(C)=O)C2(COC(C)=O)C1CCCC21CO1)C1=CC(=O)OC1
NP_249777,534.26378,CSCCC(NC(=O)C1CCC(CNC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)CC1)C(=O)[O-]
NP_138829,534.257731,CCCCCC1C(=O)OC(C)C(N=C(O)c2cccc(N=CO)c2O)C(=O)OC(C)C1OC(=O)CC(C)C
NP_61659,534.262719,CC(C)CC=CC(C)C1CCC2C1(C)CCC1C23CC(O)C2(O)CC(OS(=O)(=O)[O-])CCC12CO3.[Na+]
NP_83614,534.28288,CC12CCC3C(CCC4CC(OC5OC(CO)C(O)C(O)C5O)CCC43C)C1C(O)C=C2C1=CC(=O)OC1
NP_86910,534.267627,CC1=CC(=O)CC(C)(C)C1(O)CCC(C)OC1OC(COC2OC(C)C(O)C(O)C2O)C(O)C(O)C1O
NP_97024,534.26492,CC1CCC=C2CC3OC(=O)C(CN4CCN(C(c5ccccc5)c5ccc(Cl)cc5)CC4)C3C(O)C21C
NP_21691,534.28288,C=CC(C)=CCC1(C)C(C)C(O)C(O)C23C(=CC(OC(=O)C(C)CC)CC12)C(OC(C)=O)OC3OC(C)=O
NP_99893,534.28288,CC1OC(=O)C(C)C1CC(=O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CC(O)C12C
NP_97226,534.26492,CC1CCCC2(C)CC3OC(=O)C(CN4CCN(C(c5ccccc5)c5ccc(Cl)cc5)CC4)C3C3OC132
NP_21706,534.28288,C=CC(C)=CCC1(C)C(C)C(OC(=O)CCC)C(O)C23C(=CC(OC)CC12)C(OC(C)=O)OC3OC(C)=O
NP_83003,534.28288,CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1=CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O
NP_199760,534.28288,COC1CC(OC2CCC3(C)C(CCC4C3C(=O)C(O)C3C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O
NP_111728,534.282883,CCC(C)C(=O)OC1CCC2C(C)(C3CC4C=COC4O3)C(C)CC(OC(C)=O)C2(COC(C)=O)C12CO2
NP_21697,534.282882924,C=CC(C)=CCC1(C)C(C)C(O)C(OC(C)=O)C23C(=CC(OC)CC12)C(OC(=O)CCC)OC3OC(C)=O
NP_146967,534.25773,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CCC
NP_278022,534.27502,NC(=O)C(CC1CCCCC1)NC(=O)C1CN(C(=O)C2CC[NH2+]CC2)CCN1S(=O)(=O)c1ccccc1
NP_48369,534.26041,CC(C)(C)OC(=O)N1CCCC1C(=O)N1CCC(C(=O)NC(C(=O)[O-])c2ccccc2)(c2ccccc2)CC1
NP_87196,534.28288,CC1=CC(C(O)C(C)C2CC(O)C3(O)C4CCC5C(C)(C)OC6CC(=O)OC65CC4(O)CCC23C)OC1=O
NP_98496,534.28422,CC1CN(C(C)CO)C(=O)c2cc(-c3cc4ccccc4o3)cnc2OC1CN(C)C(O)=NC1CCCCC1
NP_93195,534.28288,CC1CC(O)C2(O)OC3CC4(C)C(CCC5C4CCC4(C)C(O)(C6=CC(=O)OC6)CCC54O)CC3OC2O1
NP_83005,534.28288,CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2C=CC2(C)C(C3=CC(=O)OC3)CCC12O
NP_110193,534.28288292,CCC(=O)OC1C(C)CC2(OC(C)=O)C1C=C(C)C(OC(C)=O)CC(=O)C(C)(C)C=CC(C)C2OC(C)=O
NP_102419,534.282883,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1O
NP_93212,534.28288,CC1CC(O)C2(O)OC3CC4(CO)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)CC3OC2O1
NP_175575,534.26309,CCc1c(C)c2cc3nc(c4c5nc(cc6nc(cc1n2)c(C)c6CC)c(C)c5C(=O)C4)C(CCC(=O)O)C3C
NP_135056,534.2577307959999,CCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CCC(C)C
NP_146964,534.25773,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)C(C)C
NP_223934,534.26041,COc1cc2c(cc1OC)C[NH+](Cc1cc(=O)c(OCC(=O)N3CCN(Cc4ccccc4)CC3)co1)CC2
NP_131753,534.28288,CCCC(=O)OC1CCC2(C)C=CC(C(C)C(=O)OC)=C(O2)C2C(C)C(OC(C)=O)CC(OC(C)=O)C12C
NP_215665,308.16237,COc1cc(CCC(=O)CC(=O)CCCC(C)O)ccc1O
NP_138787,308.162373868,CCCCCC1=C(C=O)C2OC(C)(C)C(O)CC23OC3C1=O
